"จังหวัด","เขต / อำเภอ","ตำบล"
"สระบุรี","หนองโดน","หนองโดน"
"สระบุรี","หนองโดน","บ้านกลับ"
"สระบุรี","หนองโดน","ดอนทอง"
"สระบุรี","หนองโดน","บ้านโปร่ง"
"สระบุรี","พระพุทธบาท","พระพุทธบาท"
"สระบุรี","พระพุทธบาท","ขุนโขลน"
"สระบุรี","พระพุทธบาท","ธารเกษม"
"สระบุรี","พระพุทธบาท","นายาว"
"สระบุรี","พระพุทธบาท","พุคำจาน"
"สระบุรี","พระพุทธบาท","เขาวง"
"สระบุรี","พระพุทธบาท","ห้วยป่าหวาย"
"สระบุรี","พระพุทธบาท","พุกร่าง"
"สระบุรี","เสาไห้","เสาไห้"
"สระบุรี","เสาไห้","บ้านยาง"
"สระบุรี","เสาไห้","หัวปลวก"
"สระบุรี","เสาไห้","งิ้วงาม"
"สระบุรี","เสาไห้","ศาลารีไทย"
"สระบุรี","เสาไห้","ต้นตาล"
"สระบุรี","เสาไห้","ท่าช้าง"
"สระบุรี","เสาไห้","พระยาทด"
"สระบุรี","เสาไห้","ม่วงงาม"
"สระบุรี","เสาไห้","เริงราง"
"สระบุรี","เสาไห้","เมืองเก่า"
"สระบุรี","เสาไห้","สวนดอกไม้"
"สระบุรี","มวกเหล็ก","มวกเหล็ก"
"สระบุรี","มวกเหล็ก","มิตรภาพ"
"สระบุรี","มวกเหล็ก","หนองย่างเสือ"
"สระบุรี","มวกเหล็ก","ลำสมพุง"
"สระบุรี","มวกเหล็ก","ลำพญากลาง"
"สระบุรี","มวกเหล็ก","ซับสนุ่น"
"สระบุรี","วังม่วง","แสลงพัน"
"สระบุรี","วังม่วง","คำพราน"
"สระบุรี","วังม่วง","วังม่วง"
"สระบุรี","เฉลิมพระเกียรติ","เขาดินพัฒนา"
"สระบุรี","เฉลิมพระเกียรติ","บ้านแก้ง"
"สระบุรี","เฉลิมพระเกียรติ","ผึ้งรวง"
"สระบุรี","เฉลิมพระเกียรติ","พุแค"
"สระบุรี","เฉลิมพระเกียรติ","ห้วยบง"
"สระบุรี","เฉลิมพระเกียรติ","หน้าพระลาน"
"ชลบุรี","เมืองชลบุรี","บางปลาสร้อย"
"ชลบุรี","เมืองชลบุรี","มะขามหย่ง"
"ชลบุรี","เมืองชลบุรี","บ้านโขด"
"ชลบุรี","เมืองชลบุรี","แสนสุข"
"ชลบุรี","เมืองชลบุรี","บ้านสวน"
"ชลบุรี","เมืองชลบุรี","หนองรี"
"ชลบุรี","เมืองชลบุรี","นาป่า"
"ชลบุรี","เมืองชลบุรี","หนองข้างคอก"
"ชลบุรี","เมืองชลบุรี","ดอนหัวฬอ"
"ชลบุรี","เมืองชลบุรี","หนองไม้แดง"
"ชลบุรี","เมืองชลบุรี","บางทราย"
"ชลบุรี","เมืองชลบุรี","คลองตำหรุ"
"ชลบุรี","เมืองชลบุรี","เหมือง"
"ชลบุรี","เมืองชลบุรี","บ้านปึก"
"ชลบุรี","เมืองชลบุรี","ห้วยกะปิ"
"ชลบุรี","เมืองชลบุรี","เสม็ด"
"ชลบุรี","เมืองชลบุรี","อ่างศิลา"
"ชลบุรี","เมืองชลบุรี","สำนักบก"
"ชลบุรี","บ้านบึง","บ้านบึง"
"ชลบุรี","บ้านบึง","คลองกิ่ว"
"ชลบุรี","บ้านบึง","มาบไผ่"
"ชลบุรี","บ้านบึง","หนองซ้ำซาก"
"ชลบุรี","บ้านบึง","หนองบอนแดง"
"ชลบุรี","บ้านบึง","หนองชาก"
"ชลบุรี","บ้านบึง","หนองอิรุณ"
"ชลบุรี","บ้านบึง","หนองไผ่แก้ว"
"ชลบุรี","หนองใหญ่","หนองใหญ่"
"ชลบุรี","หนองใหญ่","คลองพลู"
"ชลบุรี","หนองใหญ่","หนองเสือช้าง"
"ชลบุรี","หนองใหญ่","ห้างสูง"
"ชลบุรี","หนองใหญ่","เขาซก"
"ชลบุรี","บางละมุง","บางละมุง"
"ชลบุรี","บางละมุง","หนองปรือ"
"ชลบุรี","บางละมุง","หนองปลาไหล"
"ชลบุรี","บางละมุง","โป่ง"
"ชลบุรี","บางละมุง","เขาไม้แก้ว"
"ชลบุรี","บางละมุง","ห้วยใหญ่"
"ชลบุรี","บางละมุง","ตะเคียนเตี้ย"
"ชลบุรี","บางละมุง","นาเกลือ"
"ชลบุรี","บางละมุง","เขตการปกครองพิเศษพัทยา"
"ชลบุรี","พานทอง","พานทอง"
"ชลบุรี","พานทอง","หนองตำลึง"
"ชลบุรี","พานทอง","มาบโป่ง"
"ชลบุรี","พานทอง","หนองกะขะ"
"ชลบุรี","พานทอง","หนองหงษ์"
"ชลบุรี","พานทอง","โคกขี้หนอน"
"ชลบุรี","พานทอง","บ้านเก่า"
"ชลบุรี","พานทอง","หน้าประดู่"
"ชลบุรี","พานทอง","บางนาง"
"ชลบุรี","พานทอง","เกาะลอย"
"ชลบุรี","พานทอง","บางหัก"
"ชลบุรี","พนัสนิคม","พนัสนิคม"
"ชลบุรี","พนัสนิคม","หน้าพระธาตุ"
"ชลบุรี","พนัสนิคม","วัดหลวง"
"ชลบุรี","พนัสนิคม","บ้านเชิด"
"ชลบุรี","พนัสนิคม","นาเริก"
"ชลบุรี","พนัสนิคม","หมอนนาง"
"ชลบุรี","พนัสนิคม","สระสี่เหลี่ยม"
"ชลบุรี","พนัสนิคม","วัดโบสถ์"
"ชลบุรี","พนัสนิคม","กุฎโง้ง"
"ชลบุรี","พนัสนิคม","หัวถนน"
"ชลบุรี","พนัสนิคม","ท่าข้าม"
"ชลบุรี","พนัสนิคม","หนองปรือ"
"ชลบุรี","พนัสนิคม","หนองขยาด"
"ชลบุรี","พนัสนิคม","ทุ่งขวาง"
"ชลบุรี","พนัสนิคม","หนองเหียง"
"ชลบุรี","พนัสนิคม","นาวังหิน"
"ชลบุรี","พนัสนิคม","บ้านช้าง"
"ชลบุรี","พนัสนิคม","โคกเพลาะ"
"ชลบุรี","พนัสนิคม","ไร่หลักทอง"
"ชลบุรี","ศรีราชา","ศรีราชา"
"ชลบุรี","ศรีราชา","สุรศักดิ์"
"ชลบุรี","ศรีราชา","ทุ่งสุขลา"
"ชลบุรี","ศรีราชา","บึง"
"ชลบุรี","ศรีราชา","หนองขาม"
"ชลบุรี","ศรีราชา","เขาคันทรง"
"ชลบุรี","ศรีราชา","บางพระ"
"ชลบุรี","ศรีราชา","บ่อวิน"
"ชลบุรี","เกาะสีชัง","ท่าเทววงษ์"
"ชลบุรี","สัตหีบ","สัตหีบ"
"ชลบุรี","สัตหีบ","นาจอมเทียน"
"ชลบุรี","สัตหีบ","พลูตาหลวง"
"ชลบุรี","สัตหีบ","บางเสร่"
"ชลบุรี","สัตหีบ","แสมสาร"
"ชลบุรี","บ่อทอง","บ่อทอง"
"ชลบุรี","บ่อทอง","วัดสุวรรณ"
"ชลบุรี","บ่อทอง","บ่อกวางทอง"
"ชลบุรี","บ่อทอง","ธาตุทอง"
"ชลบุรี","บ่อทอง","เกษตรสุวรรณ"
"ชลบุรี","บ่อทอง","พลวงทอง"
"ชลบุรี","เกาะจันทร์","เกาะจันทร์"
"ชลบุรี","เกาะจันทร์","ท่าบุญมี"
"ระยอง","เมืองระยอง","ท่าประดู่"
"ระยอง","เมืองระยอง","เชิงเนิน"
"ระยอง","เมืองระยอง","ตะพง"
"ระยอง","เมืองระยอง","เพ"
"ระยอง","เมืองระยอง","แกลง"
"ระยอง","เมืองระยอง","บ้านแลง"
"ระยอง","เมืองระยอง","นาตาขวัญ"
"ระยอง","เมืองระยอง","เนินพระ"
"ระยอง","เมืองระยอง","กระเฉด"
"ระยอง","เมืองระยอง","ทับมา"
"ระยอง","เมืองระยอง","น้ำคอก"
"ระยอง","เมืองระยอง","มาบตาพุด"
"ระยอง","เมืองระยอง","สำนักทอง"
"ระยอง","บ้านฉาง","สำนักท้อน"
"ระยอง","บ้านฉาง","พลา"
"ระยอง","บ้านฉาง","บ้านฉาง"
"ระยอง","แกลง","ทางเกวียน"
"ระยอง","แกลง","วังหว้า"
"ระยอง","แกลง","ชากโดน"
"ระยอง","แกลง","เนินฆ้อ"
"ระยอง","แกลง","กร่ำ"
"ระยอง","แกลง","ชากพง"
"ระยอง","แกลง","กระแสบน"
"ระยอง","แกลง","บ้านนา"
"ระยอง","แกลง","ทุ่งควายกิน"
"ระยอง","แกลง","กองดิน"
"ระยอง","แกลง","คลองปูน"
"ระยอง","แกลง","พังราด"
"ระยอง","แกลง","ปากน้ำกระแส"
"ระยอง","แกลง","ห้วยยาง"
"ระยอง","แกลง","สองสลึง"
"ระยอง","วังจันทร์","วังจันทร์"
"ระยอง","วังจันทร์","ชุมแสง"
"ระยอง","วังจันทร์","ป่ายุบใน"
"ระยอง","วังจันทร์","พลงตาเอี่ยม"
"ระยอง","บ้านค่าย","บ้านค่าย"
"ระยอง","บ้านค่าย","หนองละลอก"
"ระยอง","บ้านค่าย","หนองตะพาน"
"ระยอง","บ้านค่าย","ตาขัน"
"ระยอง","บ้านค่าย","บางบุตร"
"ระยอง","บ้านค่าย","หนองบัว"
"ระยอง","บ้านค่าย","ชากบก"
"ระยอง","ปลวกแดง","ปลวกแดง"
"ระยอง","ปลวกแดง","ตาสิทธิ์"
"ระยอง","ปลวกแดง","ละหาร"
"ระยอง","ปลวกแดง","แม่น้ำคู้"
"ระยอง","ปลวกแดง","มาบยางพร"
"ระยอง","ปลวกแดง","หนองไร่"
"ระยอง","เขาชะเมา","น้ำเป็น"
"ระยอง","เขาชะเมา","ห้วยทับมอญ"
"ระยอง","เขาชะเมา","ชำฆ้อ"
"ระยอง","เขาชะเมา","เขาน้อย"
"ระยอง","นิคมพัฒนา","นิคมพัฒนา"
"ระยอง","นิคมพัฒนา","มาบข่า"
"ระยอง","นิคมพัฒนา","พนานิคม"
"ระยอง","นิคมพัฒนา","มะขามคู่"
"จันทบุรี","เมืองจันทบุรี","ตลาด"
"จันทบุรี","เมืองจันทบุรี","วัดใหม่"
"จันทบุรี","เมืองจันทบุรี","คลองนารายณ์"
"จันทบุรี","เมืองจันทบุรี","เกาะขวาง"
"จันทบุรี","เมืองจันทบุรี","คมบาง"
"จันทบุรี","เมืองจันทบุรี","ท่าช้าง"
"จันทบุรี","เมืองจันทบุรี","จันทนิมิต"
"จันทบุรี","เมืองจันทบุรี","บางกะจะ"
"จันทบุรี","เมืองจันทบุรี","แสลง"
"จันทบุรี","เมืองจันทบุรี","หนองบัว"
"จันทบุรี","เมืองจันทบุรี","พลับพลา"
"จันทบุรี","ขลุง","ขลุง"
"จันทบุรี","ขลุง","บ่อ"
"จันทบุรี","ขลุง","เกวียนหัก"
"จันทบุรี","ขลุง","ตะปอน"
"จันทบุรี","ขลุง","บางชัน"
"จันทบุรี","ขลุง","วันยาว"
"จันทบุรี","ขลุง","ซึ้ง"
"จันทบุรี","ขลุง","มาบไพ"
"จันทบุรี","ขลุง","วังสรรพรส"
"จันทบุรี","ขลุง","ตรอกนอง"
"จันทบุรี","ขลุง","ตกพรม"
"จันทบุรี","ขลุง","บ่อเวฬุ"
"จันทบุรี","ท่าใหม่","ท่าใหม่"
"จันทบุรี","ท่าใหม่","ยายร้า"
"จันทบุรี","ท่าใหม่","สีพยา"
"จันทบุรี","ท่าใหม่","บ่อพุ"
"จันทบุรี","ท่าใหม่","พลอยแหวน"
"จันทบุรี","ท่าใหม่","เขาวัว"
"จันทบุรี","ท่าใหม่","เขาบายศรี"
"จันทบุรี","ท่าใหม่","สองพี่น้อง"
"จันทบุรี","ท่าใหม่","ทุ่งเบญจา"
"จันทบุรี","ท่าใหม่","รำพัน"
"จันทบุรี","ท่าใหม่","โขมง"
"จันทบุรี","ท่าใหม่","ตะกาดเง้า"
"จันทบุรี","ท่าใหม่","คลองขุด"
"จันทบุรี","ท่าใหม่","เขาแก้ว"
"จันทบุรี","โป่งน้ำร้อน","ทับไทร"
"จันทบุรี","โป่งน้ำร้อน","โป่งน้ำร้อน"
"จันทบุรี","โป่งน้ำร้อน","หนองตาคง"
"จันทบุรี","โป่งน้ำร้อน","เทพนิมิต"
"จันทบุรี","โป่งน้ำร้อน","คลองใหญ่"
"จันทบุรี","มะขาม","มะขาม"
"จันทบุรี","มะขาม","ท่าหลวง"
"จันทบุรี","มะขาม","ปัถวี"
"จันทบุรี","มะขาม","วังแซ้ม"
"จันทบุรี","มะขาม","ฉมัน"
"จันทบุรี","มะขาม","อ่างคีรี"
"จันทบุรี","แหลมสิงห์","ปากน้ำแหลมสิงห์"
"จันทบุรี","แหลมสิงห์","เกาะเปริด"
"จันทบุรี","แหลมสิงห์","หนองชิ่ม"
"จันทบุรี","แหลมสิงห์","พลิ้ว"
"จันทบุรี","แหลมสิงห์","คลองน้ำเค็ม"
"จันทบุรี","แหลมสิงห์","บางสระเก้า"
"จันทบุรี","แหลมสิงห์","บางกะไชย"
"จันทบุรี","สอยดาว","ปะตง"
"จันทบุรี","สอยดาว","ทุ่งขนาน"
"จันทบุรี","สอยดาว","ทับช้าง"
"จันทบุรี","สอยดาว","ทรายขาว"
"จันทบุรี","สอยดาว","สะตอน"
"จันทบุรี","แก่งหางแมว","แก่งหางแมว"
"จันทบุรี","แก่งหางแมว","ขุนซ่อง"
"จันทบุรี","แก่งหางแมว","สามพี่น้อง"
"จันทบุรี","แก่งหางแมว","พวา"
"จันทบุรี","แก่งหางแมว","เขาวงกต"
"จันทบุรี","นายายอาม","นายายอาม"
"จันทบุรี","นายายอาม","วังโตนด"
"จันทบุรี","นายายอาม","กระแจะ"
"จันทบุรี","นายายอาม","สนามไชย"
"จันทบุรี","นายายอาม","ช้างข้าม"
"จันทบุรี","นายายอาม","วังใหม่"
"จันทบุรี","เขาคิชฌกูฏ","ซากไทย"
"จันทบุรี","เขาคิชฌกูฏ","พลวง"
"จันทบุรี","เขาคิชฌกูฏ","ตะเคียนทอง"
"จันทบุรี","เขาคิชฌกูฏ","คลองพลู"
"จันทบุรี","เขาคิชฌกูฏ","จันทเขลม"
"ตราด","เมืองตราด","หนองเสม็ด"
"ตราด","เมืองตราด","หนองโสน"
"ตราด","เมืองตราด","หนองคันทรง"
"ตราด","เมืองตราด","ห้วงน้ำขาว"
"ตราด","เมืองตราด","อ่าวใหญ่"
"ตราด","เมืองตราด","วังกระแจะ"
"ตราด","เมืองตราด","ห้วยแร้ง"
"ตราด","เมืองตราด","เนินทราย"
"ตราด","เมืองตราด","ท่าพริก"
"ตราด","เมืองตราด","ท่ากุ่ม"
"ตราด","เมืองตราด","ตะกาง"
"ตราด","เมืองตราด","ชำราก"
"ตราด","เมืองตราด","แหลมกลัด"
"ตราด","คลองใหญ่","คลองใหญ่"
"ตราด","คลองใหญ่","ไม้รูด"
"ตราด","คลองใหญ่","หาดเล็ก"
"ตราด","เขาสมิง","เขาสมิง"
"ตราด","เขาสมิง","แสนตุ้ง"
"ตราด","เขาสมิง","วังตะเคียน"
"ตราด","เขาสมิง","ท่าโสม"
"ตราด","เขาสมิง","สะตอ"
"ตราด","เขาสมิง","ประณีต"
"ตราด","เขาสมิง","เทพนิมิต"
"ตราด","เขาสมิง","ทุ่งนนทรี"
"ตราด","บ่อไร่","บ่อพลอย"
"ตราด","บ่อไร่","ช้างทูน"
"ตราด","บ่อไร่","ด่านชุมพล"
"ตราด","บ่อไร่","หนองบอน"
"ตราด","บ่อไร่","นนทรีย์"
"ตราด","แหลมงอบ","แหลมงอบ"
"ตราด","แหลมงอบ","น้ำเชี่ยว"
"ตราด","แหลมงอบ","บางปิด"
"ตราด","แหลมงอบ","คลองใหญ่"
"ตราด","เกาะกูด","เกาะหมาก"
"ตราด","เกาะกูด","เกาะกูด"
"ตราด","เกาะช้าง","เกาะช้าง"
"ตราด","เกาะช้าง","เกาะช้างใต้"
"ฉะเชิงเทรา","เมืองฉะเชิงเทรา","หน้าเมือง"
"ฉะเชิงเทรา","เมืองฉะเชิงเทรา","ท่าไข่"
"ฉะเชิงเทรา","เมืองฉะเชิงเทรา","บ้านใหม่"
"ฉะเชิงเทรา","เมืองฉะเชิงเทรา","คลองนา"
"ฉะเชิงเทรา","เมืองฉะเชิงเทรา","บางตีนเป็ด"
"ฉะเชิงเทรา","เมืองฉะเชิงเทรา","บางไผ่"
"ฉะเชิงเทรา","เมืองฉะเชิงเทรา","คลองจุกกระเฌอ"
"ฉะเชิงเทรา","เมืองฉะเชิงเทรา","บางแก้ว"
"ฉะเชิงเทรา","เมืองฉะเชิงเทรา","บางขวัญ"
"ฉะเชิงเทรา","เมืองฉะเชิงเทรา","คลองนครเนื่องเขต"
"ฉะเชิงเทรา","เมืองฉะเชิงเทรา","วังตะเคียน"
"ฉะเชิงเทรา","เมืองฉะเชิงเทรา","โสธร"
"ฉะเชิงเทรา","เมืองฉะเชิงเทรา","บางพระ"
"ฉะเชิงเทรา","เมืองฉะเชิงเทรา","บางกระไห"
"ฉะเชิงเทรา","เมืองฉะเชิงเทรา","หนามแดง"
"ฉะเชิงเทรา","เมืองฉะเชิงเทรา","คลองเปรง"
"ฉะเชิงเทรา","เมืองฉะเชิงเทรา","คลองอุดมชลจร"
"ฉะเชิงเทรา","เมืองฉะเชิงเทรา","คลองหลวงแพ่ง"
"ฉะเชิงเทรา","เมืองฉะเชิงเทรา","บางเตย"
"ฉะเชิงเทรา","บางคล้า","บางคล้า"
"ฉะเชิงเทรา","บางคล้า","บางสวน"
"ฉะเชิงเทรา","บางคล้า","บางกระเจ็ด"
"ฉะเชิงเทรา","บางคล้า","ปากน้ำ"
"ฉะเชิงเทรา","บางคล้า","ท่าทองหลาง"
"ฉะเชิงเทรา","บางคล้า","สาวชะโงก"
"ฉะเชิงเทรา","บางคล้า","เสม็ดเหนือ"
"ฉะเชิงเทรา","บางคล้า","เสม็ดใต้"
"ฉะเชิงเทรา","บางคล้า","หัวไทร"
"ฉะเชิงเทรา","บางน้ำเปรี้ยว","บางน้ำเปรี้ยว"
"ฉะเชิงเทรา","บางน้ำเปรี้ยว","บางขนาก"
"ฉะเชิงเทรา","บางน้ำเปรี้ยว","สิงโตทอง"
"ฉะเชิงเทรา","บางน้ำเปรี้ยว","หมอนทอง"
"ฉะเชิงเทรา","บางน้ำเปรี้ยว","บึงน้ำรักษ์"
"ฉะเชิงเทรา","บางน้ำเปรี้ยว","ดอนเกาะกา"
"ฉะเชิงเทรา","บางน้ำเปรี้ยว","โยธะกา"
"ฉะเชิงเทรา","บางน้ำเปรี้ยว","ดอนฉิมพลี"
"ฉะเชิงเทรา","บางน้ำเปรี้ยว","ศาลาแดง"
"ฉะเชิงเทรา","บางน้ำเปรี้ยว","โพรงอากาศ"
"ฉะเชิงเทรา","บางปะกง","บางปะกง"
"ฉะเชิงเทรา","บางปะกง","ท่าสะอ้าน"
"ฉะเชิงเทรา","บางปะกง","บางวัว"
"ฉะเชิงเทรา","บางปะกง","บางสมัคร"
"ฉะเชิงเทรา","บางปะกง","บางผึ้ง"
"ฉะเชิงเทรา","บางปะกง","บางเกลือ"
"ฉะเชิงเทรา","บางปะกง","สองคลอง"
"ฉะเชิงเทรา","บางปะกง","หนองจอก"
"ฉะเชิงเทรา","บางปะกง","พิมพา"
"ฉะเชิงเทรา","บางปะกง","ท่าข้าม"
"ฉะเชิงเทรา","บางปะกง","หอมศีล"
"ฉะเชิงเทรา","บางปะกง","เขาดิน"
"ฉะเชิงเทรา","บ้านโพธิ์","บ้านโพธิ์"
"ฉะเชิงเทรา","บ้านโพธิ์","เกาะไร่"
"ฉะเชิงเทรา","บ้านโพธิ์","คลองขุด"
"ฉะเชิงเทรา","บ้านโพธิ์","คลองบ้านโพธิ์"
"ฉะเชิงเทรา","บ้านโพธิ์","คลองประเวศ"
"ฉะเชิงเทรา","บ้านโพธิ์","ดอนทราย"
"ฉะเชิงเทรา","บ้านโพธิ์","เทพราช"
"ฉะเชิงเทรา","บ้านโพธิ์","ท่าพลับ"
"ฉะเชิงเทรา","บ้านโพธิ์","หนองตีนนก"
"ฉะเชิงเทรา","บ้านโพธิ์","หนองบัว"
"ฉะเชิงเทรา","บ้านโพธิ์","บางซ่อน"
"ฉะเชิงเทรา","บ้านโพธิ์","บางกรูด"
"ฉะเชิงเทรา","บ้านโพธิ์","แหลมประดู่"
"ฉะเชิงเทรา","บ้านโพธิ์","ลาดขวาง"
"ฉะเชิงเทรา","บ้านโพธิ์","สนามจันทร์"
"ฉะเชิงเทรา","บ้านโพธิ์","แสนภูดาษ"
"ฉะเชิงเทรา","บ้านโพธิ์","สิบเอ็ดศอก"
"ฉะเชิงเทรา","พนมสารคาม","เกาะขนุน"
"ฉะเชิงเทรา","พนมสารคาม","บ้านซ่อง"
"ฉะเชิงเทรา","พนมสารคาม","พนมสารคาม"
"ฉะเชิงเทรา","พนมสารคาม","เมืองเก่า"
"ฉะเชิงเทรา","พนมสารคาม","หนองยาว"
"ฉะเชิงเทรา","พนมสารคาม","ท่าถ่าน"
"ฉะเชิงเทรา","พนมสารคาม","หนองแหน"
"ฉะเชิงเทรา","พนมสารคาม","เขาหินซ้อน"
"ฉะเชิงเทรา","ราชสาส์น","บางคา"
"ฉะเชิงเทรา","ราชสาส์น","เมืองใหม่"
"ฉะเชิงเทรา","ราชสาส์น","ดงน้อย"
"ฉะเชิงเทรา","สนามชัยเขต","คู้ยายหมี"
"ฉะเชิงเทรา","สนามชัยเขต","ท่ากระดาน"
"ฉะเชิงเทรา","สนามชัยเขต","ทุ่งพระยา"
"ฉะเชิงเทรา","สนามชัยเขต","ลาดกระทิง"
"ฉะเชิงเทรา","แปลงยาว","แปลงยาว"
"ฉะเชิงเทรา","แปลงยาว","วังเย็น"
"ฉะเชิงเทรา","แปลงยาว","หัวสำโรง"
"ฉะเชิงเทรา","แปลงยาว","หนองไม้แก่น"
"ฉะเชิงเทรา","ท่าตะเกียบ","ท่าตะเกียบ"
"ฉะเชิงเทรา","ท่าตะเกียบ","คลองตะเกรา"
"ฉะเชิงเทรา","คลองเขื่อน","ก้อนแก้ว"
"ฉะเชิงเทรา","คลองเขื่อน","คลองเขื่อน"
"ฉะเชิงเทรา","คลองเขื่อน","บางเล่า"
"ฉะเชิงเทรา","คลองเขื่อน","บางโรง"
"ฉะเชิงเทรา","คลองเขื่อน","บางตลาด"
"ปราจีนบุรี","เมืองปราจีนบุรี","หน้าเมือง"
"ปราจีนบุรี","เมืองปราจีนบุรี","รอบเมือง"
"ปราจีนบุรี","เมืองปราจีนบุรี","วัดโบสถ์"
"ปราจีนบุรี","เมืองปราจีนบุรี","บางเดชะ"
"ปราจีนบุรี","เมืองปราจีนบุรี","ท่างาม"
"ปราจีนบุรี","เมืองปราจีนบุรี","บางบริบูรณ์"
"ปราจีนบุรี","เมืองปราจีนบุรี","ดงพระราม"
"ปราจีนบุรี","เมืองปราจีนบุรี","บ้านพระ"
"ปราจีนบุรี","เมืองปราจีนบุรี","โคกไม้ลาย"
"ปราจีนบุรี","เมืองปราจีนบุรี","ดงขี้เหล็ก"
"ปราจีนบุรี","เมืองปราจีนบุรี","เนินหอม"
"ปราจีนบุรี","เมืองปราจีนบุรี","โนนห้อม"
"ปราจีนบุรี","กบินทร์บุรี","กบินทร์"
"ปราจีนบุรี","กบินทร์บุรี","เมืองเก่า"
"ปราจีนบุรี","กบินทร์บุรี","วังดาล"
"ปราจีนบุรี","กบินทร์บุรี","นนทรี"
"ปราจีนบุรี","กบินทร์บุรี","ย่านรี"
"ปราจีนบุรี","กบินทร์บุรี","วังตะเคียน"
"ปราจีนบุรี","กบินทร์บุรี","หาดนางแก้ว"
"ปราจีนบุรี","กบินทร์บุรี","ลาดตะเคียน"
"ปราจีนบุรี","กบินทร์บุรี","บ้านนา"
"ปราจีนบุรี","กบินทร์บุรี","บ่อทอง"
"ปราจีนบุรี","กบินทร์บุรี","หนองกี่"
"ปราจีนบุรี","กบินทร์บุรี","นาแขม"
"ปราจีนบุรี","กบินทร์บุรี","เขาไม้แก้ว"
"ปราจีนบุรี","กบินทร์บุรี","วังท่าช้าง"
"ปราจีนบุรี","นาดี","นาดี"
"ปราจีนบุรี","นาดี","สำพันตา"
"ปราจีนบุรี","นาดี","สะพานหิน"
"ปราจีนบุรี","นาดี","ทุ่งโพธิ์"
"ปราจีนบุรี","นาดี","แก่งดินสอ"
"ปราจีนบุรี","นาดี","บุพราหมณ์"
"ปราจีนบุรี","บ้านสร้าง","บ้านสร้าง"
"ปราจีนบุรี","บ้านสร้าง","บางกระเบา"
"ปราจีนบุรี","บ้านสร้าง","บางเตย"
"ปราจีนบุรี","บ้านสร้าง","บางยาง"
"ปราจีนบุรี","บ้านสร้าง","บางแตน"
"ปราจีนบุรี","บ้านสร้าง","บางพลวง"
"ปราจีนบุรี","บ้านสร้าง","บางปลาร้า"
"ปราจีนบุรี","บ้านสร้าง","บางขาม"
"ปราจีนบุรี","บ้านสร้าง","กระทุ่มแพ้ว"
"ปราจีนบุรี","ประจันตคาม","ประจันตคาม"
"ปราจีนบุรี","ประจันตคาม","เกาะลอย"
"ปราจีนบุรี","ประจันตคาม","บ้านหอย"
"ปราจีนบุรี","ประจันตคาม","หนองแสง"
"ปราจีนบุรี","ประจันตคาม","ดงบัง"
"ปราจีนบุรี","ประจันตคาม","คำโตนด"
"ปราจีนบุรี","ประจันตคาม","บุฝ้าย"
"ปราจีนบุรี","ประจันตคาม","หนองแก้ว"
"ปราจีนบุรี","ประจันตคาม","โพธิ์งาม"
"ปราจีนบุรี","ศรีมหาโพธิ","ศรีมหาโพธิ"
"ปราจีนบุรี","ศรีมหาโพธิ","สัมพันธ์"
"ปราจีนบุรี","ศรีมหาโพธิ","บ้านทาม"
"ปราจีนบุรี","ศรีมหาโพธิ","ท่าตูม"
"ปราจีนบุรี","ศรีมหาโพธิ","บางกุ้ง"
"ปราจีนบุรี","ศรีมหาโพธิ","ดงกระทงยาม"
"ปราจีนบุรี","ศรีมหาโพธิ","หนองโพรง"
"ปราจีนบุรี","ศรีมหาโพธิ","หัวหว้า"
"ปราจีนบุรี","ศรีมหาโพธิ","หาดยาง"
"ปราจีนบุรี","ศรีมหาโพธิ","กรอกสมบูรณ์"
"ปราจีนบุรี","ศรีมโหสถ","โคกปีบ"
"ปราจีนบุรี","ศรีมโหสถ","โคกไทย"
"ปราจีนบุรี","ศรีมโหสถ","คู้ลำพัน"
"ปราจีนบุรี","ศรีมโหสถ","ไผ่ชะเลือด"
"นครนายก","เมืองนครนายก","นครนายก"
"นครนายก","เมืองนครนายก","ท่าช้าง"
"นครนายก","เมืองนครนายก","บ้านใหญ่"
"นครนายก","เมืองนครนายก","วังกระโจม"
"นครนายก","เมืองนครนายก","ท่าทราย"
"นครนายก","เมืองนครนายก","ดอนยอ"
"นครนายก","เมืองนครนายก","ศรีจุฬา"
"นครนายก","เมืองนครนายก","ดงละคร"
"นครนายก","เมืองนครนายก","ศรีนาวา"
"นครนายก","เมืองนครนายก","สาริกา"
"นครนายก","เมืองนครนายก","หินตั้ง"
"นครนายก","เมืองนครนายก","เขาพระ"
"นครนายก","เมืองนครนายก","พรหมณี"
"นครนายก","ปากพลี","เกาะหวาย"
"นครนายก","ปากพลี","เกาะโพธิ์"
"นครนายก","ปากพลี","ปากพลี"
"นครนายก","ปากพลี","โคกกรวด"
"นครนายก","ปากพลี","ท่าเรือ"
"นครนายก","ปากพลี","หนองแสง"
"นครนายก","ปากพลี","นาหินลาด"
"นครนายก","บ้านนา","บ้านนา"
"นครนายก","บ้านนา","บ้านพร้าว"
"นครนายก","บ้านนา","บ้านพริก"
"นครนายก","บ้านนา","อาษา"
"นครนายก","บ้านนา","ทองหลาง"
"นครนายก","บ้านนา","บางอ้อ"
"นครนายก","บ้านนา","พิกุลออก"
"นครนายก","บ้านนา","ป่าขะ"
"นครนายก","บ้านนา","เขาเพิ่ม"
